indicator,year,value,iso_code,units,name
Education,2020,7.07,ISR,% of GDP,Israel
Education,2000,4.291079998,ITA,% of GDP,Italy
Education,2001,4.650090218,ITA,% of GDP,Italy
Education,2002,4.432409763,ITA,% of GDP,Italy
Education,2003,4.541790009,ITA,% of GDP,Italy
Education,2004,4.385200024,ITA,% of GDP,Italy
Education,2005,4.238299847,ITA,% of GDP,Italy
Education,2006,4.52545023,ITA,% of GDP,Italy
Education,2007,4.10503006,ITA,% of GDP,Italy
Education,2008,4.387949944,ITA,% of GDP,Italy
Education,2009,4.523719788,ITA,% of GDP,Italy
Education,2010,4.334119797,ITA,% of GDP,Italy
Education,2011,4.115680218,ITA,% of GDP,Italy
Education,2012,4.056019783,ITA,% of GDP,Italy
Education,2013,4.143670082,ITA,% of GDP,Italy
Education,2014,4.061279774,ITA,% of GDP,Italy
Education,2015,4.073629856,ITA,% of GDP,Italy
Education,2016,3.815789938,ITA,% of GDP,Italy
Education,2017,4.044939995,ITA,% of GDP,Italy
Education,2018,4.256140232,ITA,% of GDP,Italy
Education,2019,4.095310211,ITA,% of GDP,Italy
Education,2020,4.27,ITA,% of GDP,Italy
Education,2000,4.983469963,JAM,% of GDP,Jamaica
Education,2001,5.381030083,JAM,% of GDP,Jamaica
Education,2002,5.375229836,JAM,% of GDP,Jamaica
Education,2003,4.256849766,JAM,% of GDP,Jamaica
Education,2004,3.912549973,JAM,% of GDP,Jamaica
Education,2005,4.616419792,JAM,% of GDP,Jamaica
Education,2007,5.49022007,JAM,% of GDP,Jamaica
Education,2008,6.191319942,JAM,% of GDP,Jamaica
Education,2009,6.198480129,JAM,% of GDP,Jamaica
Education,2010,6.370600224,JAM,% of GDP,Jamaica
Education,2011,6.266640186,JAM,% of GDP,Jamaica
Education,2012,6.112460136,JAM,% of GDP,Jamaica
Education,2013,6.251080036,JAM,% of GDP,Jamaica
Education,2014,6.015860081,JAM,% of GDP,Jamaica
Education,2015,5.455210209,JAM,% of GDP,Jamaica
Education,2016,5.314610004,JAM,% of GDP,Jamaica
Education,2017,5.260169983,JAM,% of GDP,Jamaica
Education,2018,5.413809776,JAM,% of GDP,Jamaica
Education,2019,5.163640022,JAM,% of GDP,Jamaica
Education,2020,5.617499828,JAM,% of GDP,Jamaica
Education,2021,6.027470112,JAM,% of GDP,Jamaica
Education,2005,4.920000076,JOR,% of GDP,Jordan
Education,2006,4.659999847,JOR,% of GDP,Jordan
Education,2007,5.039999962,JOR,% of GDP,Jordan
Education,2008,3.670000076,JOR,% of GDP,Jordan
Education,2009,3.589999914,JOR,% of GDP,Jordan
Education,2010,3.099999905,JOR,% of GDP,Jordan
Education,2011,3.400000095,JOR,% of GDP,Jordan
Education,2012,3.5,JOR,% of GDP,Jordan
Education,2013,3.5,JOR,% of GDP,Jordan
Education,2014,3.799999952,JOR,% of GDP,Jordan
Education,2015,3.450000048,JOR,% of GDP,Jordan
Education,2016,3.452820063,JOR,% of GDP,Jordan
Education,2017,3.228539944,JOR,% of GDP,Jordan
Education,2018,2.984810114,JOR,% of GDP,Jordan
Education,2019,2.988470078,JOR,% of GDP,Jordan
Education,2020,3.67,JOR,% of GDP,Jordan
Education,2021,3.211380005,JOR,% of GDP,Jordan
Education,2000,3.460119963,JPN,% of GDP,Japan
Education,2001,3.400820017,JPN,% of GDP,Japan
Education,2002,3.408989906,JPN,% of GDP,Japan
Education,2003,3.466629982,JPN,% of GDP,Japan
Education,2004,3.426110029,JPN,% of GDP,Japan
Education,2005,3.314939976,JPN,% of GDP,Japan
Education,2006,3.276679993,JPN,% of GDP,Japan
Education,2007,3.279340029,JPN,% of GDP,Japan
Education,2008,3.27241993,JPN,% of GDP,Japan
Education,2010,3.599519968,JPN,% of GDP,Japan
Education,2011,3.605279922,JPN,% of GDP,Japan
Education,2012,3.64741993,JPN,% of GDP,Japan
Education,2013,3.624969959,JPN,% of GDP,Japan
Education,2014,3.551589966,JPN,% of GDP,Japan
Education,2015,3.269819796,JPN,% of GDP,Japan
Education,2016,3.146430016,JPN,% of GDP,Japan
Education,2017,3.130579948,JPN,% of GDP,Japan
Education,2018,3.077820063,JPN,% of GDP,Japan
Education,2019,3.157249928,JPN,% of GDP,Japan
Education,2020,3.42,JPN,% of GDP,Japan
Education,2000,3.25661993,KAZ,% of GDP,Kazakhstan
Education,2002,3.029700041,KAZ,% of GDP,Kazakhstan
Education,2004,2.25590992,KAZ,% of GDP,Kazakhstan
Education,2005,2.263530016,KAZ,% of GDP,Kazakhstan
Education,2006,2.626780033,KAZ,% of GDP,Kazakhstan
Education,2007,2.831389904,KAZ,% of GDP,Kazakhstan
Education,2008,2.589459896,KAZ,% of GDP,Kazakhstan
Education,2009,3.060719967,KAZ,% of GDP,Kazakhstan
Education,2010,3.462260008,KAZ,% of GDP,Kazakhstan
Education,2011,3.493520021,KAZ,% of GDP,Kazakhstan
Education,2012,3.901690006,KAZ,% of GDP,Kazakhstan
Education,2013,3.437370062,KAZ,% of GDP,Kazakhstan
Education,2014,3.421649933,KAZ,% of GDP,Kazakhstan
Education,2015,2.788579941,KAZ,% of GDP,Kazakhstan
Education,2016,2.978100061,KAZ,% of GDP,Kazakhstan
Education,2017,2.750819921,KAZ,% of GDP,Kazakhstan
Education,2018,2.615950108,KAZ,% of GDP,Kazakhstan
Education,2019,2.856970072,KAZ,% of GDP,Kazakhstan
Education,2020,4.446203802,KAZ,% of GDP,Kazakhstan
Education,2000,5.186729908,KEN,% of GDP,Kenya
Education,2001,5.206210136,KEN,% of GDP,Kenya
Education,2002,6.171999931,KEN,% of GDP,Kenya
Education,2003,6.494269848,KEN,% of GDP,Kenya
Education,2004,6.796929836,KEN,% of GDP,Kenya
Education,2005,7.335649967,KEN,% of GDP,Kenya
Education,2006,7.049839973,KEN,% of GDP,Kenya
Education,2010,4.815489769,KEN,% of GDP,Kenya
Education,2011,4.700129986,KEN,% of GDP,Kenya
Education,2012,4.931210041,KEN,% of GDP,Kenya
Education,2013,4.837210178,KEN,% of GDP,Kenya
Education,2014,4.717299938,KEN,% of GDP,Kenya
Education,2015,4.743500233,KEN,% of GDP,Kenya
Education,2016,4.895180225,KEN,% of GDP,Kenya
Education,2017,4.963089943,KEN,% of GDP,Kenya
Education,2018,5.107619762,KEN,% of GDP,Kenya
Education,2019,4.97439003,KEN,% of GDP,Kenya
Education,2020,5.079969883,KEN,% of GDP,Kenya
Education,2021,4.799039841,KEN,% of GDP,Kenya
Education,2000,3.50838995,KGZ,% of GDP,Kyrgyz Republic
Education,2001,3.854180098,KGZ,% of GDP,Kyrgyz Republic
Education,2002,4.445459843,KGZ,% of GDP,Kyrgyz Republic
Education,2003,4.475419998,KGZ,% of GDP,Kyrgyz Republic
Education,2004,4.622439861,KGZ,% of GDP,Kyrgyz Republic
Education,2005,4.873839855,KGZ,% of GDP,Kyrgyz Republic
Education,2006,5.549860001,KGZ,% of GDP,Kyrgyz Republic
Education,2007,6.467000008,KGZ,% of GDP,Kyrgyz Republic
Education,2008,5.913189888,KGZ,% of GDP,Kyrgyz Republic
Education,2009,6.232679844,KGZ,% of GDP,Kyrgyz Republic
Education,2010,5.818830013,KGZ,% of GDP,Kyrgyz Republic
Education,2011,6.79061985,KGZ,% of GDP,Kyrgyz Republic
Education,2012,7.384230137,KGZ,% of GDP,Kyrgyz Republic
Education,2013,6.780200005,KGZ,% of GDP,Kyrgyz Republic
Education,2014,5.531599998,KGZ,% of GDP,Kyrgyz Republic
Education,2015,5.985509872,KGZ,% of GDP,Kyrgyz Republic
Education,2016,6.586150169,KGZ,% of GDP,Kyrgyz Republic
Education,2017,6.026189804,KGZ,% of GDP,Kyrgyz Republic
Education,2018,5.552670002,KGZ,% of GDP,Kyrgyz Republic
Education,2019,5.366749763,KGZ,% of GDP,Kyrgyz Republic
Education,2020,6.214864514,KGZ,% of GDP,Kyrgyz Republic
Education,2000,1.666810036,KHM,% of GDP,Cambodia
Education,2001,1.722219944,KHM,% of GDP,Cambodia
Education,2002,1.711210012,KHM,% of GDP,Cambodia
Education,2004,1.719820023,KHM,% of GDP,Cambodia
Education,2007,1.599300027,KHM,% of GDP,Cambodia
Education,2009,1.665680051,KHM,% of GDP,Cambodia
Education,2010,1.533789992,KHM,% of GDP,Cambodia
Education,2011,1.510689974,KHM,% of GDP,Cambodia
Education,2012,1.61839785,KHM,% of GDP,Cambodia
Education,2013,1.64706423,KHM,% of GDP,Cambodia
Education,2014,1.674574067,KHM,% of GDP,Cambodia
Education,2015,1.92503559,KHM,% of GDP,Cambodia
Education,2016,2.06424746,KHM,% of GDP,Cambodia
Education,2017,2.316151965,KHM,% of GDP,Cambodia
Education,2018,2.578059368,KHM,% of GDP,Cambodia
Education,2019,2.896629795,KHM,% of GDP,Cambodia
Education,2020,3.126306431,KHM,% of GDP,Cambodia
Education,2000,4.740389824,KNA,% of GDP,St. Kitts and Nevis
Education,2001,4.421549797,KNA,% of GDP,St. Kitts and Nevis
Education,2002,3.920510054,KNA,% of GDP,St. Kitts and Nevis
Education,2003,3.790990114,KNA,% of GDP,St. Kitts and Nevis
Education,2004,3.971349955,KNA,% of GDP,St. Kitts and Nevis
Education,2005,3.831449986,KNA,% of GDP,St. Kitts and Nevis
Education,2006,4.059279919,KNA,% of GDP,St. Kitts and Nevis
Education,2007,4.193809986,KNA,% of GDP,St. Kitts and Nevis
Education,2012,3.630496687,KNA,% of GDP,St. Kitts and Nevis
Education,2013,3.817313375,KNA,% of GDP,St. Kitts and Nevis
Education,2014,3.856778679,KNA,% of GDP,St. Kitts and Nevis
Education,2015,2.643460035,KNA,% of GDP,St. Kitts and Nevis
Education,2016,4.150000095,KNA,% of GDP,St. Kitts and Nevis
Education,2017,4.25,KNA,% of GDP,St. Kitts and Nevis
Education,2018,4.420000076,KNA,% of GDP,St. Kitts and Nevis
Education,2019,4.300000191,KNA,% of GDP,St. Kitts and Nevis
Education,2020,3.398791541,KNA,% of GDP,St. Kitts and Nevis
Education,2021,2.448620081,KNA,% of GDP,St. Kitts and Nevis
Education,2009,2.869999886,KOR,% of GDP,South Korea
Education,2010,2.839999914,KOR,% of GDP,South Korea
Education,2015,4.454237938,KOR,% of GDP,South Korea
Education,2016,4.333099842,KOR,% of GDP,South Korea
Education,2017,4.328239918,KOR,% of GDP,South Korea
Education,2018,4.458079815,KOR,% of GDP,South Korea
Education,2019,4.684659958,KOR,% of GDP,South Korea
Education,2000,1.503690004,LAO,% of GDP,Laos
Education,2001,1.990280032,LAO,% of GDP,Laos
Education,2002,2.825220108,LAO,% of GDP,Laos
Education,2004,2.413000107,LAO,% of GDP,Laos
Education,2005,2.414089918,LAO,% of GDP,Laos
Education,2006,2.958790064,LAO,% of GDP,Laos
Education,2007,3.078419924,LAO,% of GDP,Laos
Education,2008,2.27854991,LAO,% of GDP,Laos
Education,2009,1.654850006,LAO,% of GDP,Laos
Education,2010,1.709789991,LAO,% of GDP,Laos
Education,2011,1.708019972,LAO,% of GDP,Laos
Education,2012,1.821470022,LAO,% of GDP,Laos
Education,2013,3.233809948,LAO,% of GDP,Laos
Education,2014,2.937809944,LAO,% of GDP,Laos
Education,2015,2.736897879,LAO,% of GDP,Laos
Education,2016,2.774429761,LAO,% of GDP,Laos
Education,2017,2.497972614,LAO,% of GDP,Laos
Education,2018,2.33501229,LAO,% of GDP,Laos
Education,2019,2.475329562,LAO,% of GDP,Laos
Education,2020,2.299760057,LAO,% of GDP,Laos
Education,2001,2.841480017,LBN,% of GDP,Lebanon
Education,2002,2.552710056,LBN,% of GDP,Lebanon
Education,2004,2.640949965,LBN,% of GDP,Lebanon
Education,2005,2.646189928,LBN,% of GDP,Lebanon
Education,2006,2.779759884,LBN,% of GDP,Lebanon
Education,2007,2.583570004,LBN,% of GDP,Lebanon
Education,2008,2.014790058,LBN,% of GDP,Lebanon
Education,2009,1.765709996,LBN,% of GDP,Lebanon
Education,2010,1.613309979,LBN,% of GDP,Lebanon
Education,2011,1.652519941,LBN,% of GDP,Lebanon
Education,2012,2.148089886,LBN,% of GDP,Lebanon
Education,2013,2.432450056,LBN,% of GDP,Lebanon
Education,2014,2,LBN,% of GDP,Lebanon
Education,2015,2.099999905,LBN,% of GDP,Lebanon
Education,2016,2.123929977,LBN,% of GDP,Lebanon
Education,2017,2.132940054,LBN,% of GDP,Lebanon
Education,2018,2.524470091,LBN,% of GDP,Lebanon
Education,2019,2.592020035,LBN,% of GDP,Lebanon
Education,2020,1.69,LBN,% of GDP,Lebanon
Education,2008,1.701660037,LBR,% of GDP,Liberia
Education,2011,2.239857621,LBR,% of GDP,Liberia
Education,2012,1.777119994,LBR,% of GDP,Liberia
Education,2013,1.690780044,LBR,% of GDP,Liberia
Education,2014,2.200050116,LBR,% of GDP,Liberia
Education,2015,2.170830011,LBR,% of GDP,Liberia
Education,2016,2.14812994,LBR,% of GDP,Liberia
Education,2017,2.663300037,LBR,% of GDP,Liberia
Education,2018,2.503910065,LBR,% of GDP,Liberia
Education,2019,2.270390034,LBR,% of GDP,Liberia
Education,2020,2.309289932,LBR,% of GDP,Liberia
Education,2021,2.692179918,LBR,% of GDP,Liberia
Education,2001,5.707330227,LCA,% of GDP,St. Lucia
Education,2003,3.534490108,LCA,% of GDP,St. Lucia
Education,2004,3.436460018,LCA,% of GDP,St. Lucia
Education,2005,4.238959789,LCA,% of GDP,St. Lucia
Education,2006,4.696690083,LCA,% of GDP,St. Lucia
Education,2008,4.483530045,LCA,% of GDP,St. Lucia
Education,2009,3.067660093,LCA,% of GDP,St. Lucia
Education,2010,3.482899904,LCA,% of GDP,St. Lucia
Education,2011,3.588239908,LCA,% of GDP,St. Lucia
Education,2012,3.272989988,LCA,% of GDP,St. Lucia
Education,2013,3.85984993,LCA,% of GDP,St. Lucia
Education,2014,3.880690098,LCA,% of GDP,St. Lucia
Education,2015,3.867729902,LCA,% of GDP,St. Lucia
Education,2016,5.208280087,LCA,% of GDP,St. Lucia
Education,2017,3.633480072,LCA,% of GDP,St. Lucia
Education,2018,3.335669994,LCA,% of GDP,St. Lucia
Education,2019,3.266060114,LCA,% of GDP,St. Lucia
Education,2020,3.575210094,LCA,% of GDP,St. Lucia
Education,2005,2.25999999,LKA,% of GDP,Sri Lanka
Education,2006,2.329999924,LKA,% of GDP,Sri Lanka
Education,2007,2.25999999,LKA,% of GDP,Sri Lanka
Education,2008,1.980000019,LKA,% of GDP,Sri Lanka
Education,2009,2.055900097,LKA,% of GDP,Sri Lanka
Education,2010,1.717740059,LKA,% of GDP,Sri Lanka
Education,2011,1.808609962,LKA,% of GDP,Sri Lanka
Education,2012,1.496170044,LKA,% of GDP,Sri Lanka
Education,2013,1.621070027,LKA,% of GDP,Sri Lanka
Education,2014,1.932880044,LKA,% of GDP,Sri Lanka
Education,2015,2.22874999,LKA,% of GDP,Sri Lanka
Education,2016,3.449199915,LKA,% of GDP,Sri Lanka
Education,2017,2.799249887,LKA,% of GDP,Sri Lanka
Education,2018,2.135390043,LKA,% of GDP,Sri Lanka
Education,2019,1.929999948,LKA,% of GDP,Sri Lanka
Education,2000,10.09154987,LSO,% of GDP,Lesotho
Education,2001,9.365050316,LSO,% of GDP,Lesotho
Education,2002,10.10044956,LSO,% of GDP,Lesotho
Education,2003,13.21957016,LSO,% of GDP,Lesotho
Education,2004,11.10900974,LSO,% of GDP,Lesotho
Education,2005,12.07966042,LSO,% of GDP,Lesotho
Education,2006,11.27128029,LSO,% of GDP,Lesotho
Education,2008,12.32952023,LSO,% of GDP,Lesotho
Education,2011,8.165100098,LSO,% of GDP,Lesotho
Education,2012,7.666059971,LSO,% of GDP,Lesotho
Education,2013,7.29226017,LSO,% of GDP,Lesotho
Education,2014,7.198599815,LSO,% of GDP,Lesotho
Education,2015,9,LSO,% of GDP,Lesotho
Education,2016,7.760749817,LSO,% of GDP,Lesotho
Education,2017,8.156889915,LSO,% of GDP,Lesotho
Education,2018,7.285359859,LSO,% of GDP,Lesotho
Education,2019,7.991710186,LSO,% of GDP,Lesotho
Education,2020,7.669360161,LSO,% of GDP,Lesotho
Education,2021,8.70263958,LSO,% of GDP,Lesotho
Education,2001,5.84758997,LTU,% of GDP,Lithuania
Education,2002,5.800079823,LTU,% of GDP,Lithuania
Education,2003,5.114180088,LTU,% of GDP,Lithuania
Education,2004,5.174280167,LTU,% of GDP,Lithuania
Education,2005,4.878399849,LTU,% of GDP,Lithuania
Education,2006,4.825729847,LTU,% of GDP,Lithuania
Education,2007,4.595210075,LTU,% of GDP,Lithuania
Education,2008,4.839900017,LTU,% of GDP,Lithuania
Education,2009,5.585239887,LTU,% of GDP,Lithuania
Education,2010,5.297860146,LTU,% of GDP,Lithuania
Education,2011,5.113430023,LTU,% of GDP,Lithuania
Education,2012,4.758029938,LTU,% of GDP,Lithuania
Education,2013,4.602330208,LTU,% of GDP,Lithuania
Education,2014,4.486579895,LTU,% of GDP,Lithuania
Education,2015,4.227190018,LTU,% of GDP,Lithuania
Education,2016,4.004310131,LTU,% of GDP,Lithuania
Education,2017,3.812200069,LTU,% of GDP,Lithuania
Education,2018,3.892930031,LTU,% of GDP,Lithuania
Education,2019,3.972150087,LTU,% of GDP,Lithuania
Education,2001,3.539730072,LUX,% of GDP,Luxembourg
Education,2010,5.289154707,LUX,% of GDP,Luxembourg
Education,2011,5.123529466,LUX,% of GDP,Luxembourg
Education,2012,3.87816,LUX,% of GDP,Luxembourg
Education,2013,3.905838013,LUX,% of GDP,Luxembourg
Education,2014,3.855690002,LUX,% of GDP,Luxembourg
Education,2015,3.767920017,LUX,% of GDP,Luxembourg
Education,2016,3.485594988,LUX,% of GDP,Luxembourg
Education,2017,3.48645997,LUX,% of GDP,Luxembourg
Education,2018,3.647490025,LUX,% of GDP,Luxembourg
Education,2019,3.719820023,LUX,% of GDP,Luxembourg
Education,2020,4.97,LUX,% of GDP,Luxembourg
Education,2000,5.274270058,LVA,% of GDP,Latvia
Education,2001,5.446959972,LVA,% of GDP,Latvia
Education,2002,5.602540016,LVA,% of GDP,Latvia
Education,2003,5.057149887,LVA,% of GDP,Latvia
Education,2004,4.834060192,LVA,% of GDP,Latvia
Education,2006,4.684669971,LVA,% of GDP,Latvia
Education,2007,4.633289814,LVA,% of GDP,Latvia
Education,2008,5.366449833,LVA,% of GDP,Latvia
Education,2009,5.522659779,LVA,% of GDP,Latvia
Education,2010,5.03881979,LVA,% of GDP,Latvia
Education,2011,5.071619987,LVA,% of GDP,Latvia
Education,2012,6.582709789,LVA,% of GDP,Latvia
Education,2013,6.996970177,LVA,% of GDP,Latvia
Education,2014,5.281229973,LVA,% of GDP,Latvia
Education,2015,5.282519817,LVA,% of GDP,Latvia
Education,2016,4.65749979,LVA,% of GDP,Latvia
Education,2017,4.366710186,LVA,% of GDP,Latvia
Education,2018,4.243569851,LVA,% of GDP,Latvia
Education,2019,4.425079823,LVA,% of GDP,Latvia
Education,2020,5.97,LVA,% of GDP,Latvia
Education,2000,3.314389944,MAC,% of GDP,Macau
Education,2001,2.71446991,MAC,% of GDP,Macau
Education,2002,2.842959881,MAC,% of GDP,Macau
Education,2003,2.780169964,MAC,% of GDP,Macau
Education,2004,2.23348999,MAC,% of GDP,Macau
Education,2005,2.277879953,MAC,% of GDP,Macau
Education,2006,2.193860054,MAC,% of GDP,Macau
Education,2007,2.043450117,MAC,% of GDP,Macau
Education,2008,2.196409941,MAC,% of GDP,Macau
Education,2009,2.533230066,MAC,% of GDP,Macau
Education,2010,2.618489981,MAC,% of GDP,Macau
Education,2011,2.675280094,MAC,% of GDP,Macau
Education,2012,3.325160027,MAC,% of GDP,Macau
Education,2013,2.050489902,MAC,% of GDP,Macau
Education,2014,2.048530102,MAC,% of GDP,Macau
Education,2015,3.002470016,MAC,% of GDP,Macau
Education,2016,3.099529982,MAC,% of GDP,Macau
Education,2017,2.706429958,MAC,% of GDP,Macau
Education,2018,2.728780031,MAC,% of GDP,Macau
Education,2019,3.05862999,MAC,% of GDP,Macau
Education,2020,6.300000191,MAC,% of GDP,Macau
Education,2008,5.342150211,MAR,% of GDP,Morocco
Education,2009,5.260640144,MAR,% of GDP,Morocco
Education,2012,6.042975842,MAR,% of GDP,Morocco
Education,2014,5.933514917,MAR,% of GDP,Morocco
Education,2015,4.645979881,MAR,% of GDP,Morocco
Education,2016,5.491933808,MAR,% of GDP,Morocco
Education,2017,5.118319988,MAR,% of GDP,Morocco
Education,2018,5.348849773,MAR,% of GDP,Morocco
Education,2019,5.931359768,MAR,% of GDP,Morocco
Education,2020,6.754300117,MAR,% of GDP,Morocco
Education,2000,4.486390114,MDA,% of GDP,Moldova
Education,2001,4.846849918,MDA,% of GDP,Moldova
Education,2002,5.497910023,MDA,% of GDP,Moldova
Education,2003,5.424890041,MDA,% of GDP,Moldova
Education,2004,6.771039963,MDA,% of GDP,Moldova
Education,2005,7.162700176,MDA,% of GDP,Moldova
Education,2006,7.498990059,MDA,% of GDP,Moldova
Education,2007,8.293370247,MDA,% of GDP,Moldova
Education,2008,8.237270355,MDA,% of GDP,Moldova
Education,2009,9.509759903,MDA,% of GDP,Moldova
Education,2010,7.592299938,MDA,% of GDP,Moldova
Education,2011,7.136380196,MDA,% of GDP,Moldova
Education,2012,6.983389854,MDA,% of GDP,Moldova
Education,2013,5.909759998,MDA,% of GDP,Moldova
Education,2014,6.266019821,MDA,% of GDP,Moldova
Education,2015,5.805689812,MDA,% of GDP,Moldova
Education,2016,5.608449936,MDA,% of GDP,Moldova
Education,2017,5.618440151,MDA,% of GDP,Moldova
Education,2018,5.439730167,MDA,% of GDP,Moldova
Education,2019,6.103789806,MDA,% of GDP,Moldova
Education,2020,6.388720036,MDA,% of GDP,Moldova
Education,2000,2.438689947,MDG,% of GDP,Madagascar
Education,2001,2.70720005,MDG,% of GDP,Madagascar
Education,2002,2.231790066,MDG,% of GDP,Madagascar
Education,2003,2.610949993,MDG,% of GDP,Madagascar
Education,2004,2.812619925,MDG,% of GDP,Madagascar
Education,2005,3.309639931,MDG,% of GDP,Madagascar
Education,2006,2.830970049,MDG,% of GDP,Madagascar
Education,2007,2.902740002,MDG,% of GDP,Madagascar
Education,2008,2.554339886,MDG,% of GDP,Madagascar
Education,2009,2.825129986,MDG,% of GDP,Madagascar
Education,2010,2.75,MDG,% of GDP,Madagascar
Education,2011,2.381680012,MDG,% of GDP,Madagascar
Education,2012,2.340670109,MDG,% of GDP,Madagascar
Education,2013,1.776939988,MDG,% of GDP,Madagascar
Education,2014,2.381230116,MDG,% of GDP,Madagascar
Education,2015,2.210119963,MDG,% of GDP,Madagascar
Education,2016,2.687190056,MDG,% of GDP,Madagascar
Education,2017,2.701370001,MDG,% of GDP,Madagascar
Education,2018,2.844099998,MDG,% of GDP,Madagascar
Education,2019,2.994859934,MDG,% of GDP,Madagascar
Education,2020,3.095710039,MDG,% of GDP,Madagascar
Education,2002,5.791860104,MDV,% of GDP,Maldives
Education,2003,5.324069977,MDV,% of GDP,Maldives
Education,2004,4.661600113,MDV,% of GDP,Maldives
Education,2005,5.016839981,MDV,% of GDP,Maldives
Education,2006,4.64523983,MDV,% of GDP,Maldives
Education,2007,4.417880058,MDV,% of GDP,Maldives
Education,2008,4.470290184,MDV,% of GDP,Maldives
Education,2009,5.081689835,MDV,% of GDP,Maldives
Education,2010,3.633280039,MDV,% of GDP,Maldives
Education,2011,3.080729961,MDV,% of GDP,Maldives
Education,2012,3.34085989,MDV,% of GDP,Maldives
Education,2013,3.388299942,MDV,% of GDP,Maldives
Education,2014,3.088589907,MDV,% of GDP,Maldives
Education,2015,3.887510061,MDV,% of GDP,Maldives
Education,2016,3.686990023,MDV,% of GDP,Maldives
Education,2017,3.887470007,MDV,% of GDP,Maldives
Education,2018,3.912489891,MDV,% of GDP,Maldives
Education,2019,4.121590137,MDV,% of GDP,Maldives
Education,2020,5.800466994,MDV,% of GDP,Maldives
Education,2000,3.992439985,MEX,% of GDP,Mexico
Education,2001,4.24104023,MEX,% of GDP,Mexico
Education,2002,4.454959869,MEX,% of GDP,Mexico
Education,2003,5.072579861,MEX,% of GDP,Mexico
Education,2004,4.726709843,MEX,% of GDP,Mexico
Education,2005,4.845689774,MEX,% of GDP,Mexico
Education,2006,4.699920177,MEX,% of GDP,Mexico
Education,2007,4.690509796,MEX,% of GDP,Mexico
Education,2008,4.82006979,MEX,% of GDP,Mexico
Education,2009,5.187940121,MEX,% of GDP,Mexico
Education,2010,5.159220219,MEX,% of GDP,Mexico
Education,2011,5.105649948,MEX,% of GDP,Mexico
Education,2012,5.103099823,MEX,% of GDP,Mexico
Education,2013,4.696050167,MEX,% of GDP,Mexico
Education,2014,5.257470131,MEX,% of GDP,Mexico
Education,2015,5.229420185,MEX,% of GDP,Mexico
Education,2016,4.90681982,MEX,% of GDP,Mexico
Education,2017,4.518219948,MEX,% of GDP,Mexico
Education,2018,4.254220009,MEX,% of GDP,Mexico
Education,2002,8.208979607,MHL,% of GDP,Marshall Islands
Education,2003,11.81980038,MHL,% of GDP,Marshall Islands
Education,2008,17.55999947,MHL,% of GDP,Marshall Islands
Education,2009,23.27000046,MHL,% of GDP,Marshall Islands
Education,2010,20.59000015,MHL,% of GDP,Marshall Islands
Education,2011,19.70999908,MHL,% of GDP,Marshall Islands
Education,2012,15.59000015,MHL,% of GDP,Marshall Islands
Education,2013,15.98999977,MHL,% of GDP,Marshall Islands
Education,2014,15.67000008,MHL,% of GDP,Marshall Islands
Education,2015,17.62999916,MHL,% of GDP,Marshall Islands
Education,2016,15.27999973,MHL,% of GDP,Marshall Islands
Education,2017,15.22000027,MHL,% of GDP,Marshall Islands
Education,2018,15.19999981,MHL,% of GDP,Marshall Islands
Education,2019,15.75,MHL,% of GDP,Marshall Islands
Education,2020,13.62500368,MHL,% of GDP,Marshall Islands
Education,2002,3.300149918,MKD,% of GDP,North Macedonia
Education,2000,2.971560001,MLI,% of GDP,Mali
Education,2001,2.658449888,MLI,% of GDP,Mali
Education,2002,2.896229982,MLI,% of GDP,Mali
Education,2003,3.805599928,MLI,% of GDP,Mali
Education,2004,3.859220028,MLI,% of GDP,Mali
Education,2005,3.52218008,MLI,% of GDP,Mali
Education,2008,3.403559923,MLI,% of GDP,Mali
Education,2009,3.869040012,MLI,% of GDP,Mali
Education,2010,3.343889952,MLI,% of GDP,Mali
Education,2011,3.754230022,MLI,% of GDP,Mali
Education,2012,3.479490042,MLI,% of GDP,Mali
Education,2013,3.284650087,MLI,% of GDP,Mali
Education,2014,3.648190022,MLI,% of GDP,Mali
Education,2015,3.801520109,MLI,% of GDP,Mali
Education,2016,3.094779968,MLI,% of GDP,Mali
Education,2017,3.789769888,MLI,% of GDP,Mali
Education,2018,3.90557003,MLI,% of GDP,Mali
Education,2019,3.484100103,MLI,% of GDP,Mali
Education,2020,3.763430119,MLI,% of GDP,Mali
Education,2021,4.401480198,MLI,% of GDP,Mali
Education,2002,4.143050194,MLT,% of GDP,Malta
Education,2004,4.434929848,MLT,% of GDP,Malta
Education,2007,5.947500229,MLT,% of GDP,Malta
Education,2008,5.501210213,MLT,% of GDP,Malta
Education,2009,5.070390224,MLT,% of GDP,Malta
Education,2010,6.250040054,MLT,% of GDP,Malta
Education,2011,7.696129799,MLT,% of GDP,Malta
Education,2012,6.345459938,MLT,% of GDP,Malta
Education,2013,7.579239845,MLT,% of GDP,Malta
Education,2014,7.004209995,MLT,% of GDP,Malta
Education,2015,5.023980141,MLT,% of GDP,Malta
Education,2016,5.084459782,MLT,% of GDP,Malta
Education,2017,4.651629925,MLT,% of GDP,Malta
Education,2018,5.136470998,MLT,% of GDP,Malta
Education,2019,4.988059998,MLT,% of GDP,Malta
Education,2020,5.87,MLT,% of GDP,Malta
Education,2010,0.899999976,MMR,% of GDP,Myanmar
Education,2011,0.850319982,MMR,% of GDP,Myanmar
